Concepto,undefined 2003,undefined 2004,undefined 2005,undefined 2006,undefined 2007,undefined 2008,undefined 2009,undefined 2010,undefined 2011,undefined 2012,undefined 2013,undefined 2014,undefined 2015,undefined 2016,undefined 2017,undefined 2018 R,undefined 2019 R
Guerrero,1.544947415629,1.520983717625,1.490409282528,1.422392017682,1.435111047579,1.395469031529,1.467612916573,1.453268600712,1.399213835193,1.384853447792,1.398815417175,1.412451212663,1.416158788477,1.405543371706,1.369140303708,1.363590993756,1.371275518578
Hidalgo,1.376052353463,1.472810821108,1.30795393649,1.454404378599,1.402862884196,1.454118416719,1.387665026807,1.438451123922,1.438169178941,1.510396810795,1.476624563744,1.546438208672,1.653680527928,1.59030408409,1.673255317951,1.722199957288,1.658547149441
Jalisco,6.861725546809,6.566211108687,6.509514449329,6.408811202918,6.37470271875,6.237318264331,6.377703381254,6.404208303394,6.255540524827,6.327681521278,6.511560194445,6.678327663494,6.884778329521,7.104050266059,7.040162130987,7.068575525557,7.151842767603
México,8.700502879045,8.400074307207,8.338218298359,8.18893715384,8.214883357171,8.150783505091,8.370605675749,8.466199514052,8.403755593348,8.479391757457,8.727145726156,8.755090622053,8.970485216079,8.988119882032,9.028513584713,9.051432167317,8.819628303254
Michoacán de Ocampo,2.272466293428,2.224556965681,2.213138030844,2.196553979099,2.219410197443,2.245745228347,2.304300264887,2.262779785625,2.318185696238,2.271168710561,2.297990941612,2.364268824624,2.33431322754,2.418861930953,2.487234680087,2.464911487575,2.481539690726
Morelos,1.390017102434,1.317517303534,1.357159187592,1.243814203506,1.214188367396,1.165630430858,1.235552624561,1.218519702294,1.155028772504,1.120482463477,1.164294375492,1.140238802825,1.138153597191,1.163231426303,1.181200460713,1.125621505645,1.106779557402
Nayarit,0.633369184441,0.678858879879,0.684307286129,0.655469941606,0.636853129624,0.676220809347,0.685045796235,0.686311555458,0.674004078396,0.645797003499,0.662468691605,0.678540766535,0.703006919938,0.722292656859,0.717104170158,0.699485010838,0.708393659692
Nuevo León,6.934751522229,7.031764997046,7.071419387302,7.17963943205,7.346931877301,7.259027108601,7.303084427878,7.356190268509,7.192820917517,7.231637009929,7.191889238268,7.28584967213,7.643513200008,7.62843598245,7.725845338004,7.849910068453,7.998858643403
Oaxaca,1.679802889678,1.694119551738,1.533487592814,1.667751965268,1.568700656491,1.599687187816,1.633482633323,1.628120240032,1.599495093728,1.622658497826,1.569532332051,1.602016519643,1.659326183087,1.506147459875,1.513168984534,1.591372899636,1.515648704613
Puebla,3.273358714178,3.147680901326,3.238398089237,3.176183250749,3.215256281678,3.199406683141,3.204778787614,3.247148091671,3.264881432063,3.358921739806,3.31949852547,3.261725010299,3.31617628384,3.328789710133,3.373540308615,3.345728371605,3.315166955532
Querétaro,1.728593865795,1.753736817344,1.841303973643,1.842641260446,1.874038164932,1.89645495103,2.004573384924,1.997188601051,2.035211192057,2.032645496634,2.045627466704,2.103241369063,2.218474176684,2.289901646541,2.31968599629,2.333330271391,2.319986213309
Quintana Roo,1.34780476741,1.361964443893,1.351263664501,1.351815402334,1.434526083374,1.454479581273,1.438463503608,1.409657702925,1.374587367449,1.392584179207,1.440121087614,1.486836414047,1.519130525953,1.601896071212,1.588717391391,1.617473567559,1.618391071883
San Luis Potosí,1.811455357304,1.838273309646,1.87496024226,1.887186140984,1.886687294138,1.872170661808,1.912978746626,1.90878132998,1.913908241187,1.937768064475,1.968317795292,1.99181620004,2.0838712403,2.121789964663,2.196842217999,2.253634462877,2.260980229234
Sinaloa,2.143542970698,2.196665311335,2.114606594496,2.038127978003,2.102870941104,2.161630755607,2.242383742466,2.160792181114,2.117682881608,2.120488711366,2.13581427136,2.077848690941,2.169314036096,2.242733584244,2.19163605217,2.175593048213,2.245878776937
Sonora,2.880329664459,2.898689356846,2.990217469316,3.08103117993,3.066179058948,2.993227746008,3.036938260659,3.007986441858,3.15448812394,3.18591129087,3.262341469361,3.231131589988,3.364391096893,3.515094255805,3.495791674868,3.433237290052,3.3956757958
Tabasco,2.335978559632,2.604663436994,2.841839686914,2.999099630333,3.083798508982,3.44678728087,3.252750456568,3.504424666076,3.948648758949,3.865052292479,3.539229429546,3.473870769158,2.67157392808,2.407154108111,2.388325844134,2.235035301413,2.264031922081
Tamaulipas,3.469163878069,3.465644680052,3.548401680651,3.50989278272,3.46456216349,3.570285836456,3.326991835473,3.172875838794,3.035593788799,3.01582364443,3.025333389036,3.007402715469,3.10688399168,3.066408774558,3.030801129751,3.01531199367,3.0855952938
Tlaxcala,0.656745724408,0.68487103771,0.58945031251,0.547569789255,0.54039453001,0.562407470057,0.593851281083,0.611770997789,0.565310885286,0.574568539472,0.56037700133,0.565914720102,0.597926212236,0.58203743858,0.558732217147,0.567925593666,0.59029049614
Veracruz de Ignacio de la Llave,4.6731315933,4.766378316044,4.637306336967,4.792798250136,4.809629637282,4.820157369871,4.958385431422,4.984618332614,4.955710466219,5.071755499357,4.995053794647,4.888530901439,4.762877524183,4.571213935902,4.431624127288,4.423574803012,4.510047470405
Yucatán,1.343002812754,1.314315746265,1.348441107865,1.324682399708,1.331155926431,1.320975417595,1.412021461947,1.370636838253,1.331927741937,1.364133614103,1.379489108472,1.40210071152,1.415680732977,1.460120548196,1.471440090533,1.487547190745,1.512599231277
Zacatecas,0.783232627847,0.79838858702,0.76962278934,0.799109210845,0.810852516523,0.850530145968,0.955431890293,1.015137886033,1.044769765198,1.028002543193,0.938837544371,0.945559708026,0.969330756078,0.992425386193,0.974356805555,0.930302861242,0.892664096173
Índice de precios implícitos base 2013=100,,,,,,,,,,,,,,,,,
a  B.1bP - Producto interno bruto,60.243294481878,65.039691471612,68.860071834636,73.259694974743,77.500743618089,82.284486372852,85.532800509752,89.420395736214,94.645116069354,98.49331736798,100.,104.439719162843,107.400675247384,113.420781145706,121.034385214522,127.021243506822,132.273602099019
"D.21-D.31 - Impuestos sobre los productos, netos",78.23269024145,74.618231336686,73.361418488553,68.97528513498,74.131482638364,51.79847361352,88.17061680456,91.058349390809,81.484821514513,76.791946213551,100.,134.197291374861,150.515918678773,164.559325938422,152.956132879131,159.163777375,175.01993669474
a  B.1bV - Valor agregado bruto,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,59.523361936568,64.655742173789,68.678182820518,73.438042440957,77.640048345248,83.577398466845,85.422357595565,89.352447037382,95.193206938203,99.37753302732,100.,103.191620533798,105.546641925024,111.118118564057,119.574677847368,125.534477074664,130.295946429837
Aguascalientes,63.753612549895,68.381467578459,72.084470034521,76.124697159345,79.768938937721,83.700885875555,88.164608127691,90.8973340545,94.642447472731,99.565997553325,100.,102.46610269852,108.675324584386,117.563693179201,126.037586668289,132.40042829169,137.306548918925
Baja California,67.780119608338,71.743486720015,74.75806841943,79.122805584087,82.110271007225,86.454138408002,90.722987393121,91.949466079642,94.938369300657,100.157992178981,100.,104.974268290165,113.455198746439,120.932970790205,128.523786882681,134.856155034194,140.174202092686
Baja California Sur,63.806036569757,68.769246573428,72.717375646284,75.73212102526,79.345228287769,84.613137671236,88.771888958612,91.083366167705,95.063314024033,97.914640905911,100.,103.090716336431,109.007998137184,116.320093498499,126.148379970619,134.184139114442,136.765302774946
Campeche,31.340096484418,42.449503746139,51.67429369353,60.080327100885,69.343266457821,85.345194353997,69.460535482141,82.302556155154,107.466836349455,108.989273609757,100.,101.559994925226,68.393713688813,68.667317040768,90.790996191721,103.914325743049,120.639888030676
Coahuila de Zaragoza,58.510557436056,63.52757266323,65.974937314585,70.124825793326,73.864478500629,80.515369658795,85.765504134956,88.577080083898,94.30161549486,98.932357244823,100.,103.681027466624,111.302520582221,119.665143664381,128.518194310751,135.711948371944,140.692392366436
Colima,63.526854662865,66.984269755469,70.865873332586,74.087036820152,78.028566280093,83.076733423456,86.088273036578,88.912589930225,92.76904856263,96.66022161692,100.,103.095623420052,106.3068794066,111.796470854413,120.749557506834,127.246448025883,134.447959211306
Chiapas,60.31605094351,65.906514706668,69.751073581752,74.818459929091,78.444464365013,84.845209775729,84.808998898092,88.748524199279,93.730794361759,98.933153399076,100.,102.158486216835,105.036722413263,110.983339414431,116.853363813824,122.220542007034,127.418453760263
Chihuahua,64.987405496136,69.148679326004,72.186874909744,75.98341100858,80.005584264228,83.926960917589,88.194706063263,91.48357231017,95.27477534937,101.046742724236,100.,105.200256358373,115.115001674144,122.850776244094,130.204618607174,135.172352656988,139.151300517051
Ciudad de México,64.674798992829,68.231110762708,72.956863725221,75.99741677817,79.955448841338,83.756397808026,88.220501605576,91.102670554261,94.60280519491,97.339672713109,100.,101.804079610518,103.45195483353,106.980316313829,111.305171035031,115.377842279762,117.887474586537
Durango,60.420027691502,64.254667227604,67.672481739996,71.0276257997,75.260551297334,80.630346946011,84.814402022785,86.708751308368,93.947575435749,98.42393908627,100.,103.380468127801,108.984626273033,116.344816487025,124.422523810089,128.497095858963,134.792857103201
Guanajuato,62.19125097977,66.770513447234,68.788853334135,75.461026569272,77.752317005131,83.402919185894,85.556671287335,88.920307028414,93.972782045901,99.102290485092,100.,104.816803896391,110.411143642157,116.327851507158,127.09992689889,134.777883839803,137.962717485449
Guerrero,63.210331999717,66.650566915124,69.985396826038,72.929505842544,77.521648177861,80.648640737963,85.026962623944,87.955972172141,92.381960972868,97.362882790294,100.,102.866061898145,107.941988434683,113.25904905194,121.196572924653,125.892726482093,131.210453270917
Hidalgo,57.291148262329,64.879313569256,63.080653539277,76.149294078564,76.991366034113,83.830692608803,82.720980448799,89.416844062195,94.913679311682,103.959404660758,100.,105.485804969592,111.860582087979,111.630888192995,128.363507539164,138.158333461283,139.792024475663
Jalisco,64.526138926487,67.630884961911,70.85916213628,74.003853655214,77.260825311888,81.736960511517,85.43656412918,88.752413479815,92.937431328087,97.494202266981,100.,103.748613025888,109.040169950015,116.66076582342,123.988356425882,130.018439766699,135.236780572064
México,62.038602328708,66.006044042971,69.526863780608,72.808156708173,76.744091251255,81.888833428126,85.702775665152,88.499514189069,92.721672895069,97.038421000038,100.,103.515574711513,108.619180856206,114.180912075365,120.165914876373,125.072406196059,128.708416063363
Michoacán de Ocampo,57.690598118223,62.357155038042,66.294203805525,70.128575742397,74.823872226277,80.77814140681,84.748810706996,87.996572188519,95.629392184353,98.93530924079,100.,103.250156229816,105.813785418559,113.514634621146,124.237235804664,129.07265030861,134.438032851895
Morelos,65.743945269366,69.598048641538,72.635916770201,75.666242175469,79.359833880054,82.695879539282,85.567798978342,89.302590497933,93.63550624621,97.784785502453,100.,101.825191381727,106.237325167395,112.909549271934,120.434419257485,124.245429536525,126.72091792713
Nayarit,62.214092451716,65.933034176954,69.491934554846,72.761026263383,76.881837803248,82.813453750317,85.84497769778,90.006740628482,94.776638820085,98.246395657597,100.,103.225217359486,107.852048498216,114.085470166738,122.808795866093,128.841100221558,134.849146478265
Nuevo León,64.488343712252,69.817913728422,73.210605127918,77.578671870593,80.934510840862,85.636041314117,89.370950661944,92.019956865159,95.208969224496,99.564507574931,100.,104.032345106273,108.912833530429,114.462715649527,122.533060309482,128.907930238012,134.070619321858
Oaxaca,61.870780826797,67.826925688021,65.788198186801,78.260632135768,78.980291291105,84.96594287594,84.827260241332,91.540411498059,96.401293506059,103.819060609732,100.,106.143963765599,111.416479077147,110.772487520955,125.164285592823,135.622240337216,138.131185709914
Puebla,61.808227067158,65.434024285649,69.331487337171,72.663738937331,76.389796114721,82.12196759392,86.375569284881,88.606372299858,93.7120919676,98.256966653878,100.,102.773095866208,107.342532168012,113.119992734569,118.670952676767,123.121375908131,127.994351755792
Querétaro,60.923480059775,64.92734699465,69.372820460909,72.94281299332,76.357218876902,82.014051059499,86.460068176629,89.116583122993,93.309670002737,97.929774579866,100.,101.765604403167,107.1166818886,114.333295980739,121.659042693266,127.473993824087,132.485996703276
Quintana Roo,69.856760261971,73.226483438594,75.677366647495,79.318522147527,82.300524100563,86.239516175123,90.325629834924,92.635771299636,94.466495988629,98.999616016645,100.,105.686767965902,108.911519863841,115.599091659725,120.940796650325,125.438015263356,128.363734955894
San Luis Potosí,60.378555729114,65.32086600831,69.518211563396,74.648061299153,78.99757733208,83.459836839321,87.174517482416,90.864464005976,95.470640088285,99.953447423194,100.,104.270697202386,110.717037831972,117.052713568279,128.350550983294,135.405343443049,141.184265335055
Sinaloa,59.736993730996,65.114846386758,67.847272381644,70.696172469868,76.148953308375,82.244310541249,86.264168543388,88.629533782804,94.076186243634,98.480965222754,100.,101.302241504068,105.785246074752,112.427242610888,119.203919875042,123.67584673704,129.589902634699
Sonora,58.906184325913,63.615584068349,67.70192995895,73.370538104087,77.937852275778,82.503799043275,86.280730060682,89.397246689881,94.73795826135,98.514202615027,100.,102.452374607372,107.11935375664,114.574289399415,125.766875531587,131.215697795851,134.679699759535
Tabasco,46.58107631617,56.175310666046,61.867302603869,68.903957600592,75.160760147098,87.311195857006,76.467332282867,85.600946654321,101.711149367331,105.088551963703,100.,101.978094365757,83.153480961254,84.955848484351,97.15777604899,106.297801473335,116.326915674576
Tamaulipas,66.230286037644,71.305207617224,74.521818813938,79.8682133401,82.634187417517,88.91502190598,88.209305766362,90.78154695702,94.109543250391,99.164488720428,100.,104.338826132534,110.371188232367,115.624577986605,126.01987767203,131.769683864087,137.203618516005
Tlaxcala,58.970841418112,64.360975358763,68.1574689901,71.923943342923,75.685548186903,81.323873268867,84.703924771772,88.340239508921,93.049669727123,97.988333915471,100.,103.835571514286,108.47262069476,113.395478636118,121.128389431978,127.627208981521,130.898837060312
Veracruz de Ignacio de la Llave,56.934530641242,62.465164779252,65.510312937306,71.629949646528,75.43701204834301,82.381434173617,83.90556395213,89.012013043819,93.967461385836,99.746093404378,100.,103.807850105221,106.072024444248,109.897635497503,118.329608863424,123.79696166002,129.550207741379
Yucatán,62.113162474685,65.617270765555,69.873297361238,73.075326528634,77.044023395923,82.321846951663,86.935770514177,89.611785381718,92.960397271775,97.432921926781,100.,103.845717582078,107.533665853316,113.620123429382,120.809618091007,126.510206761415,131.69195456962
Zacatecas,57.739356653447,63.756569188656,66.770915986277,72.926177999487,77.404012945549,81.009049933758,85.35073403212,89.948887090605,102.119265594927,105.994090983418,100.,99.977660005927,106.077324775588,118.531535603198,128.096300742824,131.14428796693,135.431003517931
Variación porcentual anual del índice de precios implícitos base 2013=100,,,,,,,,,,,,,,,,,
a  B.1bP - Producto interno bruto,NA,7.961710977106,5.873921411038,6.389222408412,5.789061290534,6.17251207077,3.947662895021,4.545151337607,5.842873194783,4.065926968494,1.529730820611,4.439719162843,2.835086218419,5.605277512879,6.712706429905,4.9464111225,4.135023754444
"D.21-D.31 - Impuestos sobre los productos, netos",NA,-4.620138836602,-1.684324092945,-5.978801179066,7.475427601776,-30.12621389726,70.21856177157,3.275164324471,-10.513618949107,-5.759201792111,30.221989324127,34.197291374861,12.160176361778,9.330180742955,-7.051069875938,4.058447594759,9.962165752313
a  B.1bV - Valor agregado bruto,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,NA,8.62246363485,6.221320042877,6.930672048907,5.721838116354,7.647277723469,2.207485710927,4.600773793231,6.536765465838,4.395614165865,0.626365893495,3.191620533798,2.282182777093,5.27868678474,7.610423387826,4.984164987593,3.792957493535
Aguascalientes,NA,7.2589690897,5.415213488674,5.604850979537,4.787200362516,4.929170414193,5.332945052425,3.099572475671,4.120157601086,5.202264113058,0.435894238334,2.46610269852,6.059781451955,8.178828661251,7.207917053245,5.048368341221,3.705517187925
Baja California,NA,5.847388783878,4.201889031655,5.838483065358,3.775732421373,5.290285061165,4.93770346189,1.351894069809,3.250593340505,5.497906606963,-0.157742957445,4.974268290165,8.079056510145,6.590947022602,6.276878871722,4.92700091174,3.943495984402
Baja California Sur,NA,7.77859003708,5.741125967754,4.145839082038,4.770904622233,6.639226450217,4.915018402384,2.603839161484,4.36956606215,2.999397728925,2.129772498571,3.090716336431,5.739878440113,6.707852163392,8.449345402432,6.37008509003,1.923598181975
Campeche,NA,35.447903829028,21.731207984334,16.267340695955,15.417591421202,23.076397628181,-18.61224758124,18.488225844897,30.575332492544,1.416657744861,-8.247851657351,1.559994925226,-32.656836248202,0.400041666402,32.218645061985,14.454439428791,16.095530782719
Coahuila de Zaragoza,NA,8.574546965574,3.852444771232,6.290098403509,5.332851333313,9.004180755313,6.520661208425,3.27821304999,6.462772768689,4.91056460238,1.079164375448,3.681027466624,7.35090430894,7.51341752048,7.398186619154,5.597459643573,3.669864042363
Colima,NA,5.442446522738,5.794798676297,4.545436803479,5.320133763089,6.469639753782,3.625009661576,3.2807219776,4.337359462177,4.194473388032,3.455173521447,3.095623420052,3.114832502117,5.163909879074,8.008380393403,5.380467351759,5.659498789277
Chiapas,NA,9.268617019363,5.833351819915,7.264958210858,4.84640346695,8.159588394832,-0.042678753147,4.645173687194,5.613918887589,5.55032001248,1.078350951395,2.158486216835,2.817422519671,5.6614647378,5.289104139742,4.59308831003,4.252895354473
Chihuahua,NA,6.403200432606,4.393714548641,5.259316328048,5.293488673724,4.901378684281,5.085070517285,3.729097123526,4.144135327757,6.058232468878,-1.035899521366,5.200256358373,9.4246398811,6.720040357422,5.985995846268,3.815328598136,2.943610717615
Ciudad de México,NA,5.498759679598,6.926097068752,4.167603838346,5.208113947769,4.753833568279,5.329866033377,3.267005850376,3.841967111781,2.893008841081,2.733034961738,1.804079610518,1.618673072156,3.410628137454,4.042663987378,3.659013509309,2.175142347254
Durango,NA,6.34663650881,5.319169267946,4.957914906379,5.959548063131,7.134940624421,5.189181536792,2.233523128624,8.348435444119,4.764746327682,1.601298351155,3.380468127801,5.420906140901,6.753420611411,6.942902629414,3.27478652908,4.899535823867
Guanajuato,NA,7.363194010929,3.022801207746,9.699497682753,3.036389166738,7.267438963125,2.582346184599,3.931471024372,5.682026059438,5.458504396183,0.905841338796,4.816803896391,5.337254655557,5.358795923876,9.260100012308,6.040882263466,2.363023928638
Guerrero,NA,5.442519927632,5.003453181667,4.206747621685,6.296686481369,4.033702370372,5.428884908559,3.444800869992,5.032050344535,5.3916606283,2.708544708342,2.866061898145,4.934500692331,4.925850166707,7.008291115947,3.874823721591,4.224014315537
Hidalgo,NA,13.244917473432,-2.772316676962,20.717351209987,1.105817152658,8.883238377222,-1.323754015946,8.094516744202,6.147427039209,9.530475917356,-3.808606516821,5.485804969592,6.043255886633,-0.205339441916,14.989237850765,7.630537767232,1.182477360179
Jalisco,NA,4.811609817474,4.773377098625,4.437946236065,4.40108385686,5.793537904313,4.526230966396,3.881065893078,4.715384837646,4.90305238027,2.570201791238,3.748613025888,5.100364014319,6.988796768107,6.281109635053,4.863427110933,4.01353901395
México,NA,6.395117822355,5.334086883536,4.719460578459,5.405897801888,6.703763238303,4.657463145294,3.263299819885,4.770826986666,4.655597736954,3.051965365307,3.515574711513,4.930278519842,5.120395104546,5.241684176649,4.083097378099,2.907123943553
Michoacán de Ocampo,NA,8.088938357436,6.313708130336,5.783872068394,6.695268560889,7.957713231583,4.915524461239,3.832220717234,8.673996959202,3.457009378522,1.076148411907,3.250156229816,2.482930082001,7.277737179636,9.446007749842,3.892081526628,4.156870204847
Morelos,NA,5.862294020204,4.364875435387,4.171937988826,4.881426113404,4.203695365933,3.472868847952,4.364716124738,4.851948553919,4.431309684312,2.265397920714,1.825191381727,4.333047378352,6.280489549248,6.664511579466,3.16438631293,1.992418071103
Nayarit,NA,5.977651652034,5.397750038836,4.704275006126,5.663487379835,7.715236935736,3.660666003139,4.847998150053,5.299489969636,3.660983213489,1.784904505316,3.225217359486,4.482268245188,5.779604333269,7.646307357638,4.911948132805,4.663144172454
Nuevo León,NA,8.26439277143,4.859342278105,5.966439882641,4.325723667797,5.80905527742,4.361375526605,2.964057317948,3.465566022825,4.574714321468,0.437397256991,4.032345106273,4.691318281031,5.095709972092,7.05063182728,5.202571381494,4.00494296535
Oaxaca,NA,9.626749140112,-3.005779018494,18.958467160861,0.919567266066,7.578664863077,-0.163221438983,7.913907908411,5.310094119582,7.69467590516,-3.678573652374,6.143963765599,4.96732468291,-0.578003865789,12.992213494479,8.35538244385,1.849951281191
Puebla,NA,5.866204857407,5.956324854036,4.806260082024,5.127808218902,7.50384445403,5.179614925929,2.582678219601,5.762248848721,4.849827371103,1.773953955104,2.773095866208,4.446140561682,5.382265957276,4.907143121219,3.750221204919,3.957863378084
Querétaro,NA,6.571960319645,6.846842928335,5.146096855645,4.680935301871,7.408379018776,5.421043174546,3.0725339482,4.705170163399,4.951367395248,2.11398977381,1.765604403167,5.25823780718,6.737152388313,6.407360733973,4.779711398422,3.931784616481
Quintana Roo,NA,4.823761027546,3.346990178705,4.811419399663,3.759527878608,4.786108129454,4.738099007308,2.55757028092,1.976261074214,4.798653724344,1.010492791393,5.686767965902,3.051235230298,6.140371380589,4.620888377154,3.718529013856,2.332402730062
San Luis Potosí,NA,8.185539086707,6.425734702525,7.379145148288,5.826696577552,5.648602979916,4.450860178707,4.232827011981,5.069282180552,4.695482643422,0.046574258323,4.270697202386,6.182312771031,5.722403579765,9.651922685607,5.496503447557,4.267868420153
Sinaloa,NA,9.002549877182,4.196317962046,4.198989860932,7.712978861523,8.004518733422,4.887703448037,2.742002014691,6.145414771308,4.682140247174,1.54246536253,1.302241504068,4.425375494287,6.278755102997,6.027611374948,3.751493127647,4.781900471022
Sonora,NA,7.994745876562,6.423498189077,8.372890032196,6.224997512232,5.858445715621,4.577887395738,3.612065668669,5.974134292968,3.985988745144,1.508206274357,2.452374607372,4.555266939545,6.959466596215,9.768846213965,4.33247804021,2.639929537298
Tabasco,NA,20.596849855411,10.132550884607,11.373786637795,9.080469053424,16.165929783212,-12.419785879349,11.944465824526,18.820122139615,3.320582470437,-4.842156323041,1.978094365757,-18.459467713709,2.167519028983,14.362669295083,9.407404940739,9.434921571503
Tamaulipas,NA,7.662539124013,4.511046674152,7.174267363912,3.463172596135,7.600769953395,-0.793697312884,2.91606556509,3.665939174783,5.371342050389,0.842550887271,4.338826132534,5.78151233192,4.759747392751,8.990562271829,4.562618452163,4.123812467762
Tlaxcala,NA,9.140337514322,5.898750928143,5.526135885959,5.229975817712,7.44967198763,4.156284455033,4.292970776675,5.331013640422,5.307556923986,2.052964882804,3.835571514286,4.465761696931,4.538341481774,6.81941721916,5.36523236214,2.563425232675
Veracruz de Ignacio de la Llave,NA,9.714024293728,4.874954174563,9.341485996378,5.314903082582,9.205590116459,1.850088911175,6.085948119725,5.567168040091,6.149609591787,0.254552922281,3.807850105221,2.181120538314,3.606616422472,7.672570322145,4.620443563628,4.647324138018
Yucatán,NA,5.641490710279,6.486137789683,4.582622100746,5.430966997779,6.850399710588,5.604737664867,3.078151664975,3.736798542505,4.811215083269,2.634713218544,3.845717582078,3.55137251406,5.660048439498,6.327659612246,4.718654657209,4.09591284439
Zacatecas,NA,10.421336301553,4.727899941889,9.218477719364,6.140229844616,4.657429054415,5.359505020627,5.387362054502,13.530326942303,3.794411726247,-5.655118061587,-0.022339994073,6.101027738896,11.740690910105,8.06938431275,2.379449840808,3.268701685339
"a Los códigos se derivan del SCN 2008, modificados para uso del SCN de México     NA No aplica.     R Cifras revisadas    Nota:    La suma de los parciales puede no coincidir con el total por el redondeo de las cifras."
